name,ratings,no_of_ratings,discount_price,actual_price
Lilly Touch Lactonic Granules (Pack of 1) 200gm II For Breastfeeding Mothers,4.5,6,330,350
NammaBaby Cotton Pajama Pants with All Over Print for Boys and Girls (Multicolor Designs)(Regular Fit)(Pack of 5),4,"13,156",829,"1,999"
Whitewhale Men's Loose Fit Yoga Pant,3.2,217,599,999
motherly Women's Nylon Heavily Padded Wire Free Maternity Bra,4,"2,214",784,"1,049"
80+pcs Big size House Building Blocks For Kids Learning Educational Construction Activity Puzzle set Toys and games Toy Gi...,4.4,12,399,999
FunBlast (Pack of 15 pcs) Baby's Plush Bathtub Bathing Squeeze Colorful Animal Bath Toys (Multicolor),4.6,3,370,499
"HUG 'n' FEEL SOFT TOYS Teddy Bear 6 feet, Soft Toy, Teddy Bear 6 feet for Girls, Teddy Bear 6 feet for Girls,Birthday Gift...",4.1,"28,065","2,073","2,999"
Fusion Baby on Board Pooh Sign,4,120,119,300
"POLKA TOTS Two-Wheeler/Motorcycle Child Harness Safety Seat Belt with Adjustable Baby Carrier for Toddler Baby Kids (Cat, ...",4.3,137,899,"1,099"
"MY NEWBORN Polyester Towel (1 Piece, Yellow)",4,"1,596",329,900
"OYO BABY - Quickly Dry Super Soft, Waterproof, Reusable Mat, Baby Blue,S (70cm X 50cm)",4.1,"1,674",101.25,185
iDream® Baby Safety Door Handle Cushion Cover Spiral Protector (Pack of 2),3.7,129,299,399
Pom Pom Sweethearts Washable Reusable Cotton Hoisery U Shape Lace Nappy/Langot For New Born Baby - Pack of 10 (0-3 Months)...,4.4,70,299,899
FOOTPRINTS Organic cotton Kids Socks - Pack of 3 Pairs - Stripes,4.3,200,259,499
SIGNATRON Puzzle Flooring || Kids Interlocking Play mat || Baby Play Mat || Play mats for Kids || 12 MM Thick (Blue Yellow...,3.3,7,"1,999","2,999"
SuperBottoms Dry Feel Padded Langot - Pack of 3- Cotton Langot |Cloth Nappy with Gentle Elastics & a SuperDryFeel Layer on...,3.7,"4,251",460,529
Maanit Baby Toilet Training Potty Seat with Upper Closing Lid with Removable Bowl (Blue),3.9,68,349,699
HENAL Women's Cotton Anarkali Comfortable Maternity Kurti Nursing Feeding Kurta Dress with Both Side Zippers,3.8,16,849,"2,999"
"LuvLap Naughty Duck Spout Sipper for Infant/Toddler, 210ml, Anti-Spill Sippy Cup with Soft Silicone Spout BPA Free, 6m+ (Y...",3.9,389,239,295
NewMom Women Lycra Non Padded Non-Wired Maternity Bra,3.7,542,390,995
CEE 18 Women's Cotton Rayon A-Line Printed Stylish and Comfortable Pre and Post Maternity Kurti | Motherhood Maternity Fee...,3.9,472,568,"1,599"
Mylo Essentials Women's Rayon Printed Maxi Nursing Kaftan Dress Cum Nighty,4,70,"1,039","1,699"
"Kixre Hopper Ball for Kids Ages 3-6 Year Hop-Pity Hop Ball, Hopping Ball, Bouncy Ball with Handles, Sit & Bounce, Kangaroo...",4.1,23,499,999
INFANTSO Baby Rocker Portable With  Mosquito Net & U Shape Pillow with Calming Vibrations & Musical Toy MULTI,4.2,"3,534","3,870","5,499"
"Nappy for New Born Baby - Set of 12 Pcs/Cotton Cloth Langot for Babies, 0-6 Months, Double Layer Nappies, V Shaped, Washab...",3.4,28,299,599
Hopscotch Boys Red Stripe Print Shirt & Pant Set With Waistcoat (6-12 Months) HSP-3691345,4.3,16,629,"1,049"
"Baby Story 100% Cotton Rompers/Sleepsuits/Jumpsuit/Night Suits for Baby Boys & Girls, Infants, New Borns",3.8,"2,274",549,"1,299"
"SNOWIE SOFT® Baby Cloth Book, Cartoon Elephant Cloth Books for Babies Newborn Baby Toys 3D Touch Feel Soft Books for Babie...",4.4,612,642,899
"Jikonet Women's Cotton, Rayon Maternity Gown Feeding Kurti",4.5,2,499,999
Ratna's Spinning Ball for Toddlers,3.4,18,139,160
superbottoms BASIC - Assorted Pack of 4 (2 Shell+2 Insert) Cloth Diaper For Baby |Washable & Reusable Cotton Cloth Diaper...,3.8,"4,005",649,"1,498"
RONFILD Safety Door Handle Protective Cover for Baby's Room Avoid Collision Silicone Door Knob Covers Wall Protector Baby ...,3.6,15,249,999
Clothe Funn New Born Knee Length Baby Girl Dress,4.3,"2,756",378,599
"Toddylon Baby Boy's & Girl's Cotton Mittens & Socks (Multicolour, 0-6 Months) Set of 6 Mitten and Set of 6 Booties",3.5,10,310,699
"Manan Shopee 360 Degrees Rotation Cleaner Long Straw Brush Straw Cleaning Brush Straw Sipper Cleeaning Brush for Babies, M...",4.3,92,169,249
FASTMART Table Corner Protector for Kids Table Guards for Baby Child Safety Self Adhesive Clear Safety Guard Gel Table and...,4.1,36,329,599
Real Basics Cotton Clothing Sets for Baby Boys & girls - Unisex Clothing sets Full Sleeve T-shirt & Pant,4,420,370,599
VISMIINTREND Baby Clay Hand and Footprint Casting Kit with Frame for Newborn Boys and Girls (0-5 Year Old) | New Parents G...,4.2,68,"2,199","4,999"
"SYGA Baby Hats for Spring Winter, Cute Rabbit Ears Head Hooded for Kids Babies for 1-3 Years",4,212,399,699
Niren Enterprise Bullfinch Floral Printed Modal Baby Frock for Kids Dress,5,1,499,"1,999"
Savita Collection New Cute Trendy Cotton Fabric Summer wear Frock/jhabla/Maxi/midi Combo Set of 4 for Baby Girls,3.7,66,330,950
NHR Creative Puzzle Block 140 Pieces Smart DIY Stick Toys Assembly Colorful Educational Building Smart City Blocks with Wh...,3.5,8,109,200
MOM CARE Newborn Baby Gift Set Has All Newborn Baby Essential Clothes in Baby Gift Set for or Girls Unisex 11 pcs Green,3.8,31,949,"2,000"
"Sticker Studio Minions Vinyl Wall Sticker (Multicolour, Surface Covering Area - 91*40 cm), Cartoon",4.1,122,161,799
Cuddables 99% Water Baby Wipes | Natural Plant made cloth wipes - Super thick | 72pcs X 2 Packs = 144 Wet Baby Wipes,4.5,72,320,499
"Luv Lap Baby Diaper Pants S Size (Small) , with Aloe Vera Lotion for rash protection, Pack of 234 Count (78x3), with upto ...",4,"12,797","2,045","2,997"
"Mom & World Baby Wash - Tear Free Gentle Cleansing For Hair & Body, 200 ml, white",4.1,17,375,499
INFANTSO Baby Rocker Portable with Mosquito & U- Shape Baby Pillow with Calming Vibrations with Music & Musical Toy Blue,4.2,"3,534","4,167","6,750"
odinbirds Combo of 4 Animals Soft Toy Kids (Baby) for Playing Soft Toy Panda Penguin Rabbit & Dog.All Best Stuff Toys for ...,4.1,284,475,"1,401"
"Dash Butterfly Baby Walker, Walker Baby 6-18months boy, Walker, Activity Walker with 3 Position Adjustable Height and Musi...",3.6,11,"1,699","2,320"
"BSB HOME 100% Cotton Geometric Print Mix N Match Single Bed Sheet with 1 Pillow Covers for Single/Coat/Diwan Bed, Maroon B...",3.5,56,249,699
Avani MetroBuzz Baby Cradle Mosquito Net Jhula Palna Stroller Infant & Toddler Beds Born Baby 1-2 Years Babies-Newborn Bab...,3.3,276,"1,479","4,199"
"Silakiva Women's Maternity Dress, Side Zipper Dress for Pregnant Ladies, Women Breast Feeding Dress for Nursing Pre and Po...",4.1,7,689,"2,199"
KiddySoft Pants Diapers Medium-10 (Pack of -3 with Free BABY SOCKS),4,210,290,330
Kiddeo Baby Boys and Baby Girls Bodysuit (03)(Pack of 5),4.2,"1,720",494,"1,299"
"Safe-O-Kid Wrist Link, Adjustable Strap Safety Link for Baby- Pink",4.2,111,499,999
nauti nati Girls Dress,5,1,679,"1,499"
"Toy'O Fun Marble Run Building Blocks, 84 PCS Classic Big Blocks STEM Toy Bricks Set Kids Race Track Compatible with All Ma...",1.6,9,599,999
Caterpillar Soft Toys for Children Home Decor Big Size Lots Colors 55Cm' ZuKug,2.7,4,289,"1,299"
CEE 18 Women's Cotton Rayon A-Line Printed Stylish and Comfortable Pre and Post Maternity Kurti | Motherhood Maternity Fee...,3.8,"4,925",828,"1,999"
"Bantoo Baby Bedding Set New Born Play Gym Bed Mattress with Mosquito Net (0-6 Months, Green)",4,253,657,"1,399"
StickMe 'Kamdhenu Cow and Calf - Holy Cow - Hindu Religion - Sacred - God - Creative - Colorful Wall Sticker' -SM784 (Mult...,4.4,450,329,899
Da Anushi Soft Cotton Washable & Reusable Multicolor Highly Absorbing/Comfortable and Easily Adjustable Feeding Bibs In Ap...,4,340,219,300
"Little's Easy Dry Cotton Bed Protector - Small, Multicolor",3.9,"1,206",125,199
Funvention DIY Spinning Top Kits (Solar System) - Pack of 18 (2 DIY Spinning Tops Per Pack + Free Colors) - STEM Learning ...,4.4,96,"1,799","2,322"
"PINK WINGS Baby Girl Tutu Dress, First Birthday Tutu Dress",4.2,325,948,"1,499"
Real Basics Cotton Clothing Sets for Boys & girls - Unisex Clothing sets Full Sleeve T-shirt Pant & Cap,3.9,37,349,599
"Party Propz Baby Welcome Home Decoration Kit 65Pcs Bunting, Balloon with Baby and Feet Foil Balloon for Baby Shower / Welc...",4,436,485,999
Seba-med Baby Shampoo (500ml),4.7,5,998,"1,020"
"Adore Milk Powder Container for Baby, Baby Food Storage Container or Dispenser (225 gm, Pink)",3.8,17,325,499
OMLI Baby Girl Dress Toddler Dress Long Sleeve Infant Casual Dress Ruffle Print Clothes Baby Girls Clothing,3.8,15,499,"1,299"
"COUNTRY HUB® Rainbow Magic Spring Fun Playing for Kids, Bangles Rings Size 6.5 cm, Pack of 1",3,4,135,299
Jimmy Jammy Baby Girl Cotton Frocks and Shorts Pack of 6,3.8,41,499,"1,299"
"100% Muslin Cotton 4 Layer Newborn Baby Blanket Upto 5 Years, Soft Dream Blanket, Muslin Baby Blankets for Girls & Boys, L...",0,0,578,"1,498"
Happy365 Mosquito Net Single Bed - Cream -3x6.5 Feet-Polyster Net with Pure Cotton Border on Top and Bottom,4.2,515,650,"1,050"
B4brain Traditional Wooden Walker for Babies 8 Month-2 Year,4.7,4,"1,999","2,499"
AV2 Women's Cotton Starred Knee Length Maternity Nightdress,4.4,728,678,"2,299"
Kradyl Kroft Toddler Pillow with 100% Cotton Removable Cover - 20 X 15 Inches | Children Pillows | Baby Pillows - Whale Times,4.3,121,499,999
Little Hood Super Elastic Headband Soft Headwrap Crown for Baby Girls and Toddlers (Gold),4.2,55,175,299
CEE 18 Women's Cotton Lightly-Padded and Non-Wired Maternity Nursing Bra|Womens Adjustable Shoulder Straps | Post Pregnanc...,4,"1,049",899,"2,599"
"Busy Kid Swing Seat for Kids, Age 3 to 10 Years with Hand Grip (Blue)",4,318,700,760
"POLKA TOTS Reusable & Washable Swim Diaper, Leak proof & Adjustable Summer Swimsuit Costume for Toddlers Baby Kids (Bird, ...",4.2,62,499,549
"VALKYRIE Baby Nail Trimmer Electric Safe Baby Nail Clippers, Manicure Set, Trim Polish Grooming kit for Newborn Toddler or...",5,1,339,799
Anoma Women's Pregnancy Panty - High Waist | Anti Bacterial Cotton | Maternity Hygiene Panties- (Pack of 3),4,189,399,"1,197"
"Devek' s Women's Rayon Maternity Dress, Pregnancy Dress,Easy Breast Feeding, Breast Feeding Dress Zippers for Nursing Pre ...",3.9,55,799,"3,499"
"Maxima Amulya Stainless Steel Baby Feeding Bottle, Steel Milk Feeding Bottle, Water Feeding Nipple Bottle | Steel Milk Fee...",3.9,176,493,580
SNOWIE SOFT® Baby Mirror Toys Educational Toys for Babies Infant Car Seat Toy Tummy Time Toys for Infant Toddler Baby Car ...,3.3,14,899,"1,283"
Real Basics Cotton Fleece Clothing Sets for Boys & girls - Unisex Winter Clothing sets Full Sleeve T-shirt & Pant,4.2,127,399,649
StarAndDaisy Baby High Chair Booster Seat for Dining Table Height Adjustable Toddlers Chair Portable Foldable Highchair wi...,0,0,"1,699","2,999"
Clothe Funn New Born Baby Girl Trendy Cotton Dress,4.1,24,343,599
Motherly Nursing Breastfeeding Cover Scarf Cloth- Breast Feeding Shawl (Yellow Flower Print),4.2,447,699,"1,499"
BeyBee Waterproof Quick Dry Sheet for Baby| Bed Pad Anti-Piling Fleece Extra Absorbent Washable Matress Protector| Baby Be...,4.3,"39,814",849,"1,395"
"Peach Cuddle Cute Animal Shaped Cushion for Kids Room (45x45 cm, Lion) Animal Cushion for Kids, Kids Furnishing, Decorativ...",3.9,16,499,"1,299"
Hopscotch Girl's Cotton Short Set,4.1,"1,903",700,"1,399"
CLOUDTAIL CHOICE 2 in 1 Go Potty Portable Travel Car Baby Potties Training Toilet Seat || Travel Potty Chairs Foldable Kid...,3.7,37,549,849
"LuvLap Hooded Baby Bath Towel for New Born, Super Soft, Made with Super Soft and Highly Absorbent 100% Zero Twist Cotton, ...",4.5,47,499,"1,299"
Hopscotch Boys Short Set,4,"1,581",699,"1,439"
"Voolex - Wooden Abacus kit for Kids, Abacus Shelf for Calculation (Counting, Addition and Subtraction), Toy Gift for Toddl...",3.2,8,449,999
OYO BABY Waterproof Baby Bed Protector Dry Sheets for New Born Babies | Reusable Mats | Cot & Bassinet Gift Pack (Dark Blu...,4.2,166,239,370
OBLETTER Baby Printed Velvet Educational Alphabet Learning Soft Pillow Cushion Book Toys for Kids (Blue) (Pink Learning Cu...,4,48,499,999
"Luke and Lilly 1,2,3,4 Number Kids Wall Sticker(PVC Vinyl,60cm x110cm)",4.3,162,229,599
NewMom Seamless Caesarian Panty,4.1,680,295,595
"Jikonet Women's Cotton, Rayon Maternity Gown Feeding Kurti",4.5,2,499,999
"abracadabra Cotton Head Shaping Mustard Seed Rai Pillow with Lavender Essential Oil (Size: 30 cm X 22 cm, 650 Grams, Sleep...",4.2,418,664,699
KORBOX Toilet Trainer Baby Potty Seat Cartoon Face with Removable Tray & Closing Lid baby potty seat for 0 to 5 years (BLUE),3.6,46,599,999
CEE 18 Women's Cotton Rayon A-Line Printed Stylish and Comfortable Pre and Post Maternity Kurti | Motherhood Maternity Fee...,3.9,"4,041",699,"1,999"
"BRANDONN New Born Hooded Supersoft Baby Blanket Wrapper Cum Sleeping Bag for Babies (White, 0-6 Months)",4.1,260,295,999
LuvLap Half Sleeve Boys T-Shirt & Shorts Sets,4.3,320,569,780
Stanwells Kids Baby Girl's Net Readymade Lehenga Choli,4.2,"2,976",855,"1,999"
Kidology Wooden Rectangular Magnetic Fishing Toys for Kids | Games Letters ABC Numbers Alphabet Puzzle | Toddler Learning ...,4,53,"1,099","2,999"
HENAL Women's Rayon A-Line Maternity Feeding Kurti With Zipper (H319_Maroon Printed Maternity Kurta_Maroon),3.9,223,699,"2,299"
